"District IRN","Name","Address","City","State","Postal Code","Avg Teacher Exp","% of teachers with masters degrees","Teacher attendance %","# of students","# of FT teachers","Student-teacher ratio","% of kids in poverty","% of kids with special needs","% gifted","% white","% non-white","% enrolled less than 3 years","Letter grade standards met","Letter grade performance index","Performance index score","Letter grade overall value-add","Letter grade gifted value-add","Letter grade disabled value-add","Letter grade lowest 20% value-add","Letter grade of AMO","Attendance rate","Graduation rate","State Funding per Student","Charter cost per student","Charter cost per classroom","% Spent in Classroom","% Spent on Administration","Community School Transfer","Funding per Student","Third Grade Reading Student Count","Third Grade Reading Student Count At or Above 392","Third Grade Reading Percentage","Read 3rd Grade % at or above Proficient","TOTAL CALCULATED STATE FUNDING","TOTAL ADDITIONAL AID ITEMS","TOTAL ADM","Letter grade of four year graduation rate"
"043992","Fostoria City","1001 Park Ave","Fostoria","OH","44830-1455","14","61.8","94.4","1803.0","117","15.4","75.8","14.8","7.4","60.2","39.8","41.5","F","C","89.42","C","B","D","D","F","94.0","86.1","4745.22","105.32","2633.03","93.0","7.0","-799879.69","4984.566427604871","111.0","107","96.4","96.4","10761827","288957","2217","C"
"047951","South Point Local","302 High St","South Point","OH","45680","12","37.4","94.7","1720.0","106","16.2","61.7","17.3","7.8","87.2","12.8","39.5","D","C","93.606","C","C","F","D","F","95.4","90.9","5865.94","31.38","784.48","94.3","5.7","-467862.15","5983.467652328401","110.0","102","92.7","92.7","11757936","164542","1993","B"
"050039","Mogadore Local","1 S Cleveland Ave","Mogadore","OH","44260-1514","9","78.2","95","921.0","57","16.2","33.1","13.4","11.0",">95.0","<5.0","36.0","A","B","100.106","F","C","C","C","C","95.5","94.7","3321.70","69.76","1743.90","93.3","6.7","-101960.28","3486.290970287837","60.0","59","98.3","98.3","2352361","50669","689","A"
"050567","Norwayne Local","350 S Main St","Creston","OH","44217-9665","12","55.1","96.8","1356.0","76","17.8","32.1","13.3","25.2",">95.0","<5.0","28.6","A","B","107.212","A","B","A","C","B","95.5","94.4","4405.42","34.09","852.29","94.1","5.9","-178827.46","4500.014912902384","96.0","96","100.0","100.0","5953664","78381","1340","A"
"045427","Hubbard Exempted Village","108 Orchard Ave","Hubbard","OH","44425-1724","17","62.9","95","1997.0","109","18.3","40.5","12.3","18.6","92.4","7.6","31.6","C","B","101.369","B","F","C","C","C","94.5","93.2","4457.15","61.59","1539.64","94.3","5.7","-282491.25","4530.082918766421","147.0","145","98.6","98.6","8394241","19754","1857","A"
"047423","Arlington Local","PO Box 260","Arlington","OH","45814-0260","20","81.4","96.9","534.0","44","12.1","27.5","17.6","18.2",">95.0","<5.0","22.3","B","B","101.044","F","C","B","B","C","96.8","98.2","5457.10","2.25","56.22","93.5","6.5","-33375.93","5589.836629926015","31.0","31","100.0","100.0","2893028","68691","530","A"
"046748","Big Walnut Local","105 Baughman St","Sunbury","OH","43074-9334","14","65.8","93.7","3039.0","176","17.3","18.3","10.4","23.3","92.3","7.7","35.8","A","B","104.554","A","C","C","C","F","95.6","94.1","1353.44","171.83","4295.86","93.3","6.7","-651255.38","1596.090798724302","244.0","240","98.4","98.4","4757849","211723","3114","A"
"046425","Beaver Local","13093 State Route 7","Lisbon","OH","44432-9559","14","75.2","94.2","1910.0","122","15.7","46.1","15.7","7.2",">95.0","<5.0","34.1","C","B","99.537","A","A","F","B","B","94.3","91.6","4611.37","73.61","1840.32","94.1","5.9","-471199.00","4725.585514239522","118.0","117","99.2","99.2","9418985","80623","2010","B"
"046037","Eastern Local","11479 US Highway 62","Winchester","OH","45697-9690","19","69.8","95.7","1324.0","72","18.4","48.3","15.5","5.1",">95.0","<5.0","38.6","B","B","99.201","B","C","C","D","C","95.1","88.9","5303.72","23.71","592.74","93.4","6.6","-207393.37","5373.08470826129","89.0","85","95.5","95.5","7272665","61166","1365","C"
"043513","Ashtabula Area City","2630 W 13th St","Ashtabula","OH","44004-2405","15","76.4","95.3","3516.0","199","17.7","77.6","21.5","6.0","67.3","32.7","35.6","F","C","88.429","C","C","F","F","F","93.8","83.6","5432.82","54.82","1370.42","93.8","6.2","-950201.60","5668.558671881732","216.0","202","93.5","93.5","22953191","728007","4178","D"
"048777","Morgan Local","PO Box 509","Mc Connelsville","OH","43756-0509","15","62.1","94.9","1901.0","151","12.6","60.0","14.9","16.6","89.8","10.2","30.2","D","B","96.816","A","B","A","A","F","95.0","83.9","6617.94","-10.87","-271.83","93.3","6.7","-412702.75","6713.500933096949","137.0","134","97.8","97.8","14160394","229324","2143","D"
"043869","Defiance City","629 Arabella St","Defiance","OH","43512-2856","16","61.0","96.7","2583.0","144","17.9","48.3","15.4","1.4","68.8","31.2","37.4","D","C","95.096","F","F","F","D","F","95.3","93.4","4727.88","29.19","729.71","94.2","5.8","-283826.67","4900.823091068171","167.0","166","99.4","99.4","12836630","382458","2697","A"
"044453","Newark City","621 Mount Vernon Rd","Newark","OH","43055-4615","13","64.0","95.8","6332.0","392","16.2","60.9","17.6","10.2","85.2","14.8","44.9","C","B","98.107","A","C","C","C","F","94.6","76.0","3628.77","309.32","7732.95","94.7","5.3","-4619646.54","4070.161307837847","479.0","457","95.4","95.4","28210138","874584","7146","F"
"044354","Massillon City","930 17th St NE","Massillon","OH","44646-4853","16","63.8","94","3857.0","262","14.7","64.5","17.4","23.1","75.9","24.1","39.5","D","C","94.096","A","C","C","C","F","94.2","90.2","5128.79","99.60","2489.96","93.8","6.2","-1403405.41","5289.945365328227","246.0","246","100.0","100.0","21862455","237614","4178","B"
"049577","Woodmore Local","PO Box 701","Elmore","OH","43416-0701","11","25.6","95.8","1049.0","67","15.7","27.8","14.2","12.7","88.9","11.1","33.6","A","B","103.043","F","F","C","C","D","96.1","98.9","2925.26","101.36","2533.94","91.8","8.2","-176143.28","3134.070568282818","55.0","55","100.0","100.0","3337617","118072","1103","A"
"044859","Struthers City","99 Euclid Ave","Struthers","OH","44471-1831","15","59.9","95.5","1930.0","124","15.6","62.0","13.4","6.7","83.7","16.3","36.3","C","B","96.91","A","C","B","C","D","94.2","90.2","6087.81","62.54","1563.41","93.7","6.3","-580149.43","6211.144607843137","111.0","109","98.2","98.2","11146185","105428","1812","B"
"050328","Fairbanks Local","11158 State Route 38","Milford Center","OH","43045-9764","15","68.3","94.4","979.0","59","16.6","13.7","11.8","20.7","94.6","5.4","35.9","B","B","102.324","A","B","C","C","D","96.6","98.9","1789.40","170.97","4274.34","93.1","6.9","-225353.22","1997.081934169615","79.0","79","100.0","100.0","1827640","35038","933","A"
"044917","Toronto City","1307 Dennis Way","Toronto","OH","43964-1952","20","49.9","95.7","881.0","54","16.3","60.6","13.1","5.2","93.4","6.6","37.6","D","C","94.496","C","F","C","C","C","93.5","87.5","4329.96","52.51","1312.72","91.0","9.0","-122803.53","4474.059612995288","62.0","48","77.4","77.4","3563465","73542","813","C"
"048728","Northmont City","4001 Old Salem Rd","Englewood","OH","45322-2681","8","68.3","95.6","4880.0","323","15.1","34.5","13.8","17.6","70.4","29.6","32.6","B","B","101.702","C","C","C","C","C","96.0","93.8","3781.51","113.14","2828.50","94.8","5.2","-1417700.97","3968.782881272798","354.0","353","99.7","99.7","20768281","350367","5321","A"
"045518","Milton-Union Exempted Village","7610 Milton Potsdam Rd","West Milton","OH","45383-9602","19","68.4","95.8","1537.0","87","17.7","45.0","12.9","16.5",">95.0","<5.0","35.2","B","B","100.183","B","C","D","F","C","95.3","91.9","3970.32","72.80","1820.04","91.5","8.5","-252223.61","4115.185646787708","112.0","112","100.0","100.0","5934055","101729","1467","B"
"049171","Aurora City","102 E Garfield Rd","Aurora","OH","44202-8854","16","88.3","95.8","2832.0","168","16.9","9.2","8.1","20.0","89.2","10.8","30.4","A","A","110.125","A","A","A","A","A","96.9","98.7","1290.62","46.57","1164.17","93.7","6.3","-170761.49","1397.2787586683464","199.0","199","100.0","100.0","3832550","171086","2865","A"
"047399","Three Rivers Local","401 N Miami Ave","Cleves","OH","45002-1024","13","57.1","96","1937.0","109","17.8","40.1","17.8","20.9","93.7","6.3","37.6","B","B","100.475","A","C","C","B","C","94.5","96.2","1763.95","102.51","2562.84","93.7","6.3","-253226.40","1949.6337399925744","156.0","155","99.4","99.4","3571709","156634","1912","A"
"046631","Arcanum-Butler Local","2011 Trojan Ave","Arcanum","OH","45304-1381","16","73.4","92.9","1119.0","64","17.5","29.0","11.4","14.1",">95.0","<5.0","36.9","B","B","101.76","A","B","B","B","B","96.4","98.8","4283.90","33.96","848.96","94.2","5.8","-123391.71","4432.030900473934","80.0","79","98.8","98.8","4559971","115822","1055","A"
"045104","Willoughby-Eastlake City","37047 Ridge Rd","Willoughby","OH","44094-4130","8","58.5","96.3","7812.0","474","16.5","36.3","15.0","16.7","86.1","13.9","35.3","B","B","101.255","A","B","A","A","C","95.6","92.5","1306.02","133.76","3343.88","89.3","10.7","-1368487.38","1553.4977911031808","590.0","577","97.8","97.8","12063448","926341","8362","B"
"047258","Cedar Cliff Local","PO Box 45","Cedarville","OH","45314-0045","17","72.0","96.2","578.0","37","15.6","23.4","9.7","18.7","89.4","10.6","38.1","A","B","105.669","B","C","NA","B","D","95.7","93.4","4886.17","79.03","1975.69","91.4","8.6","-109955.52","5027.670657739268","35.0","35","100.0","100.0","2527407","25644","508","A"
"045450","Lisbon Exempted Village","317 N Market St","Lisbon","OH","44432-1145","18","65.5","95.3","901.0","70","12.9","62.5","16.4","16.2",">95.0","<5.0","36.6","B","B","99.756","A","B","B","C","C","93.6","93.2","5927.74","6.63","165.86","93.4","6.6","-180552.43","6120.232323353726","45.0","45","100.0","100.0","4942782","149435","832","A"
"050286","Indian Valley Local","PO Box 171","Gnadenhutten","OH","44629-0171","15","63.8","95.7","1890.0","102","18.5","40.0","12.2","11.9",">95.0","<5.0","37.5","C","B","99.771","C","D","A","C","D","95.6","83.5","4985.26","27.45","686.32","94.1","5.9","-273620.18","5074.852419287908","152.0","152","100.0","100.0","9062447","109587","1807","D"
"047845","East Knox Local","23201 Coshocton Rd","Howard","OH","43028-9362","14","53.1","96.2","1072.0","78","13.7","41.0","11.8","16.1","94.0","6.0","39.5","B","B","99.117","D","C","B","C","C","94.6","88.2","2842.03","157.34","3933.47","92.4","7.6","-377845.40","3071.7004959155424","62.0","60","96.8","96.8","3945968","92519","1315","C"
"047886","Madison Local","1956 Red Bird Rd","Madison","OH","44057-2122","14","76.1","96.1","3077.0","174","17.7","41.3","9.6","9.3","90.1","9.9","31.4","C","B","98.273","A","C","A","A","C","95.7","90.3","4308.32","98.28","2457.11","93.0","7.0","-706988.69","4498.885369568321","210.0","206","98.1","98.1","12970685","262967","2942","B"
"047498","Hardin Northern Local","11589 State Route 81","Dola","OH","45835-9706","14","43.3","95.7","444.0","36","12.3","45.9","11.9","11.3",">95.0","<5.0","29.8","D","C","93.84","D","NA","NA","F","F","95.5","100.0","5001.02","36.97","924.24","92.2","7.8","-82684.33","5174.320068146078","31.0","31","100.0","100.0","2308334","60677","458","A"
"046326","Clermont Northeastern Local","2792 Us Highway 50","Batavia","OH","45103-8532","14","68.6","95.5","1566.0","87","18.0","46.3","17.0","7.2",">95.0","<5.0","40.0","C","B","98.112","F","C","F","F","D","94.6","93.1","3001.56","82.77","2069.24","93.8","6.2","-294306.99","3176.823408600604","92.0","90","97.8","97.8","5365893","156220","1738","A"
"048389","West Branch Local","14277 S Main St","Beloit","OH","44609-9504","17","71.0","96.5","2135.0","166","12.9","38.6","12.5","12.8",">95.0","<5.0","32.9","C","B","100.096","A","A","A","A","D","95.6","96.1","5524.80","25.81","645.37","94.2","5.8","-357581.04","5614.743707139975","139.0","139","100.0","100.0","11011852","123308","1983","A"
"046953","Hamilton Local","775 Rathmell Rd","Columbus","OH","43207-4737","8","62.8","95.6","2897.0","156","18.6","68.3","10.2","3.7","78.4","21.6","40.5","B","B","100.957","A","C","A","A","B","95.6","97.3","5212.88","126.77","3169.32","92.6","7.4","-1525166.36","5394.514977316324","180.0","176","97.8","97.8","17552142","165064","3284","A"
"047373","Oak Hills Local","6325 Rapid Run Rd","Cincinnati","OH","45233-4555","9","68.2","94.2","7499.0","484","15.5","21.9","14.2","21.2","92.1","7.9","33.4","A","B","102.142","A","B","A","A","C","95.0","93.5","3040.15","66.84","1671.00","93.4","6.6","-942417.20","3186.288932794854","523.0","523","100.0","100.0","24640534","614087","7926","A"
"045286","Chagrin Falls Exempted Village","400 E Washington St","Chagrin Falls","OH","44022-2924","21","82.3","94.6","1935.0","148","13.1","3.7","10.8","28.7","94.6","5.4","31.3","A","A","110.266","A","B","C","C","B","96.4","95.6","825.62","54.62","1365.44","92.9","7.1","-117006.27","925.1783807549778","138.0","138","100.0","100.0","1682071","85501","1911","A"
"049312","Columbus Grove Local","201 W Cross St","Columbus Grove","OH","45830-1237","12","74.7","95.8","884.0","67","13.2","32.2","13.5","9.0","89.7","10.3","34.2","B","B","103.118","A","C","C","C","C","96.5","95.5","4821.96","54.89","1372.13","92.7","7.3","-90625.27","4951.4816011036055","61.0","61","100.0","100.0","4454830","67705","913","A"
"047076","Pettisville Local","Box 53001","Pettisville","OH","43553-0001","24","52.4","97.4","530.0","34","15.6","24.7","10.2","19.6","82.6","17.4","34.8","A","B","107.164","F","C","C","D","A","96.8","97.9","4843.90","14.37","359.23","91.8","8.2","-15303.00","4938.103616298365","29.0","29","100.0","100.0","1844700","30149","380","A"
"049700","Hopewell-Loudon Local","PO Box 400","Bascom","OH","44809-0400","20","76.5","96.5","876.0","48","18.2","30.1","15.3","23.2","91.2","8.8","31.7","B","B","100.414","D","B","F","F","C","96.8","100.0","2783.03","183.40","4584.89","93.1","6.9","-189457.93","3023.8451495788554","68.0","68","100.0","100.0","2043954","38266","689","A"
"048462","Black River Local","257A County Road 40","Sullivan","OH","44880-9731","14","77.7","94.8","1161.0","83","14.0","44.4","14.4","15.1",">95.0","<5.0","29.1","B","B","100.352","C","D","A","B","B","95.5","94.9","4925.93","95.09","2377.28","94.2","5.8","-383696.74","5110.245649904611","66.0","66","100.0","100.0","6979159","119228","1389","A"
"044677","Princeton City","3900 Cottingham Dr","Cincinnati","OH","45241-1616","12","72.8","95.5","5111.0","373","13.7","64.3","15.2","9.0","29.8","70.2","44.8","D","C","94.704","C","D","F","B","F","95.2","86.4","636.52","150.33","3758.18","93.0","7.0","-891487.44","832.374071032566","376.0","367","97.6","97.6","4242876","237228","5382","C"
"050138","Champion Local","5759 Mahoning Ave NW","Warren","OH","44483-1139","8","69.2","94.7","1484.0","99","15.0","32.3","12.8","27.2",">95.0","<5.0","30.6","A","B","104.803","A","A","A","B","C","94.9","93.3","4339.30","64.06","1601.49","94.2","5.8","-220030.87","4439.714687889846","110.0","110","100.0","100.0","6598687","56401","1499","A"
"045351","Crooksville Exempted Village","4065 School Drive","Crooksville","OH","43731-1013","12","58.1","94.7","1095.0","73","15.0","84.0","16.1","11.0",">95.0","<5.0","34.2","F","C","91.74","F","C","D","F","F","93.9","93.0","7126.00","31.80","795.05","93.6","6.4","-241030.35","7230.284092243843","79.0","79","100.0","100.0","7314779","71968","1022","A"
"047084","Pike-Delta-York Local","504 Fernwood St","Delta","OH","43515-1204","22","72.7","95.3","1311.0","82","16.0","46.1","18.4","NA","91.2","8.8","36.9","B","B","99.791","A","NA","C","A","C","96.4","95.0","4689.37","47.35","1183.70","93.1","6.9","-163716.27","4864.383993228627","88.0","88","100.0","100.0","6550486","173503","1382","A"
"049387","Ottoville Local","PO Box 248","Ottoville","OH","45876-0248","21","93.0","97.5","420.0","32","13.1","10.2","12.9","18.3",">95.0","<5.0","31.2","A","B","107.302","B","C","NA","NA","A","97.5","100.0","5791.66","8.46","211.43","93.1","6.9","-7570.60","5946.976656770734","32.0","32","100.0","100.0","2422695","61238","418","A"
"048314","Canfield Local","100 Wadsworth St","Canfield","OH","44406-1451","17","82.9","95.7","2665.0","167","16.0","14.6","10.4","22.5","93.0","7.0","27.7","A","A","108.149","A","A","A","C","B","95.7","96.3","2043.73","37.25","931.26","94.4","5.6","-152477.45","2136.572255594197","199.0","199","100.0","100.0","5926590","155590","2847","A"
"045609","Rossford Exempted Village","601 Superior St","Rossford","OH","43460-1247","10","68.1","94.9","1683.0","115","14.6","46.2","11.2","14.1","84.3","15.7","37.1","C","B","99.019","A","C","C","B","D","95.6","93.3","907.78","187.64","4690.98","93.2","6.8","-396221.64","1146.6210952795302","123.0","121","98.4","98.4","2016079","92328","1839","A"
"048256","Jefferson Local","906 W Main St","West Jefferson","OH","43162-1144","13","59.8","96.9","1299.0","74","17.6","39.6","14.9","6.5",">95.0","<5.0","34.1","C","B","96.998","F","B","A","D","D","95.2","94.1","3169.68","74.05","1851.25","93.3","6.7","-185426.71","3383.8827467356","94.0","90","95.7","95.7","3921870","162342","1207","A"
"044776","Shelby City","25 High School Ave","Shelby","OH","44875-1576","15","67.0","96.3","1956.0","120","16.3","50.7","14.3","5.0",">95.0","<5.0","36.7","B","B","100.463","A","F","C","C","B","96.4","92.4","4058.22","63.28","1582.03","94.3","5.7","-340507.75","4246.68988152823","112.0","111","99.1","99.1","8143979","240303","1974","B"
"043646","Brecksville-Broadview Heights City","6638 Mill Rd","Brecksville","OH","44141-1512","11","81.9","95.1","3944.0","222","17.8","10.3","10.0","30.7","86.8","13.2","30.7","A","A","108.441","A","A","A","C","B","96.1","98.0","1104.21","59.49","1487.27","94.9","5.1","-288488.70","1258.998962299347","233.0","232","99.6","99.6","4718538","377147","4047","A"
"046888","Liberty Union-Thurston Local","1108 S Main St","Baltimore","OH","43105-9700","11","68.5","95.6","1314.0","81","16.2","28.7","14.9","22.2",">95.0","<5.0","33.1","B","B","100.632","C","B","B","A","C","95.7","97.3","4258.00","48.84","1221.00","92.8","7.2","-178147.12","4341.503882325997","97.0","97","100.0","100.0","5827071","49458","1354","A"
"046920","Miami Trace Local","3818 State Route 41 NW","Washington Court House","OH","43160-9184","12","68.1","96.2","2505.0","154","16.3","48.1","14.3","12.2","91.5","8.5","40.7","B","B","99.55","A","C","A","B","C","94.9","91.7","3654.69","75.32","1883.03","93.0","7.0","-438127.65","3815.628611771463","188.0","186","98.9","98.9","9359086","207000","2507","B"
"046250","Northeastern Local","1414 Bowman Rd","Springfield","OH","45502-8826","12","58.8","95.5","3575.0","219","16.3","30.7","9.3","10.9","91.0","9.0","34.9","B","B","100.242","A","A","C","B","C","95.4","93.0","3588.32","51.46","1286.60","94.0","6.0","-470698.58","3735.407170057728","224.0","222","99.1","99.1","12664859","263609","3461","A"
"045195","Amherst Exempted Village","185 Forest St","Amherst","OH","44001-1605","16","73.8","94.8","3679.0","225","16.4","21.5","14.8","27.6","80.2","19.8","28.1","A","B","103.105","A","A","A","B","B","95.5","93.7","3646.61","79.82","1995.40","94.4","5.6","-637062.71","3813.9060973620076","229.0","228","99.6","99.6","14627884","332849","3923","A"
